文件名,直接原因,最终三元组
2015-2_print.txt,工作人员在无人监护下擅自打开带电设备盖板，误触带电母线,\n(安全培训教育不足，导致，监护人擅自离开作业地点，未履行监护职责) \n(安全培训教育不足，导致，管理人员现场监督管理不到位) \n(隐患排查不到位，导致，现场危险点辨识不全面) \n(隐患排查不到位，导致，管理人员现场监督管理不到位) \n(监护人擅自离开作业地点，未履行监护职责，和，现场危险点辨识不全面) \n(监护人擅自离开作业地点，未履行监护职责，和，管理人员现场监督管理不到位) \n(现场危险点辨识不全面，和，管理人员现场监督管理不到位) \n(监护人擅自离开作业地点，未履行监护职责，导致，工作人员在无人监护下擅自打开带电设备盖板，误触带电母线) \n(现场危险点辨识不全面，导致，工作人员在无人监护下擅自打开带电设备盖板，误触带电母线) \n(管理人员现场监督管理不到位，导致，工作人员在无人监护下擅自打开带电设备盖板，误触带电母线) \n(工作人员在无人监护下擅自打开带电设备盖板，误触带电母线，导致，触电) \n(触电，导致，1人死亡；0人受伤；直接经济损失约155万元)\n##
2015-3_print.txt,新旧导线驳接头较粗大且不平滑,\n(隐患排查不到位，导致，施工前风险辨识不足) \n(施工前风险辨识不足，导致，新旧导线驳接头较粗大且不平滑) \n(新旧导线驳接头较粗大且不平滑，导致，高处坠落) \n(高处坠落，导致，2人死亡；0人受伤；直接经济损失约0万元)\n##
2015-4_print.txt,作业人员违规操作，触碰带电设备,\n(安全培训教育不足，导致，作业人员安全意识淡薄) \n(安全培训教育不足，导致，作业人员身心疲劳) \n(现场监督检查不力，导致，作业人员身心疲劳) \n(现场监督检查不力，导致，隐患排查不到位) \n(安全责任不落实，导致，隐患排查不到位) \n(安全责任不落实，导致，工作票审核不到位) \n(隐患排查不到位，导致，检修设备与邻近带电设备间未设遮栏) \n(工作票审核不到位，导致，登高未使用梯子) \n(作业人员安全意识淡薄，导致，作业人员违规操作，触碰带电设备) \n(作业人员身心疲劳，导致，作业人员违规操作，触碰带电设备) \n(检修设备与邻近带电设备间未设遮栏，导致，作业人员违规操作，触碰带电设备) \n(登高未使用梯子，导致，作业人员违规操作，触碰带电设备) \n(作业人员安全意识淡薄，和，作业人员身心疲劳) \n(检修设备与邻近带电设备间未设遮栏，和，登高未使用梯子) \n(作业人员违规操作，触碰带电设备，导致，触电) \n(触电，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
2015-5_print.txt,违规私自承接架设线路施工作业;  未对电杆杆根进行检查;  在无临时拉线下剪断导线;  未戴安全帽,\n(安全技能培训不到位，导致，安全意识薄弱) \n(现场监督检查不力，导致，安全意识薄弱) \n(安全责任不落实，导致，安全意识薄弱) \n(用电宣传不到位，导致，安全意识薄弱) \n(安全意识薄弱，导致，违规私自承接架设线路施工作业) \n(安全意识薄弱，导致，未对电杆杆根进行检查) \n(安全意识薄弱，导致，在无临时拉线下剪断导线) \n(安全意识薄弱，导致，未戴安全帽) \n(违规私自承接架设线路施工作业，和，未对电杆杆根进行检查) \n(违规私自承接架设线路施工作业，和，在无临时拉线下剪断导线) \n(违规私自承接架设线路施工作业，和，未戴安全帽) \n(未对电杆杆根进行检查，和，在无临时拉线下剪断导线) \n(未对电杆杆根进行检查，和，未戴安全帽) \n(在无临时拉线下剪断导线，和，未戴安全帽) \n(违规私自承接架设线路施工作业，导致，高处坠落) \n(未对电杆杆根进行检查，导致，高处坠落) \n(在无临时拉线下剪断导线，导致，高处坠落) \n(未戴安全帽，导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约0万元) \n实验结束\n##
2016-10_print.txt,绞磨机无人操控导致导线外力超过正常值;  地脚螺栓未设置螺帽或不匹配导致铁塔根部不稳,\n(安全培训教育不足，导致，教育培训不到位) \n(安全培训教育不足，导致，资质审核不到位) \n(资质审核不到位，导致，特种作业人员无证上岗) \n(隐患排查不到位，导致，未经检验验收合格就进行紧线作业) \n(现场监督检查不力，导致，塔下未安排监护人员) \n(安全制度缺失，导致，安全监管不力) \n(安全制度缺失，导致，隐患排查不到位) \n(教育培训不到位，导致，绞磨机无人操控导致导线外力超过正常值) \n(特种作业人员无证上岗，导致，绞磨机无人操控导致导线外力超过正常值) \n(安全监管不力，导致，地脚螺栓未设置螺帽或不匹配导致铁塔根部不稳) \n(未经检验验收合格就进行紧线作业，导致，绞磨机无人操控导致导线外力超过正常值) \n(塔下未安排监护人员，导致，地脚螺栓未设置螺帽或不匹配导致铁塔根部不稳) \n(绞磨机无人操控导致导线外力超过正常值，和，地脚螺栓未设置螺帽或不匹配导致铁塔根部不稳) \n(绞磨机无人操控导致导线外力超过正常值，导致，坍塌) \n(地脚螺栓未设置螺帽或不匹配导致铁塔根部不稳，导致，坍塌) \n(坍塌，导致，3人死亡；0人受伤；直接经济损失约0万元)\n##
2016-11_print.txt,未执行验电操作,\n(安全培训教育不足，导致，安全意识淡薄) \n(安全培训教育不足，导致，监护人经验不足) \n(安全培训教育不足，导致，监护人不熟悉作业规程) \n(安全培训教育不足，导致，未正确使用劳动防护用品) \n(现场监管不到位，导致，监护人不在现场) \n(安全制度执行不严，导致，未遵守安全操作规程) \n(安全制度执行不严，导致，未正确使用劳动防护用品) \n(现场监管不到位，导致，监护人经验不足) \n(监护人经验不足，导致，监护人不在现场) \n(监护人不熟悉作业规程，导致，监护人不在现场) \n(安全意识淡薄，导致，未执行验电操作) \n(监护人不在现场，导致，未执行验电操作) \n(未遵守安全操作规程，导致，未执行验电操作) \n(未正确使用劳动防护用品，导致，未执行验电操作) \n(未执行验电操作，导致，触电) \n(触电，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
2016-12_print.txt,未核对电线杆号,\n(安全培训教育不足，和，现场监督检查不力) \n(安全培训教育不足，和，安全责任不落实) \n(现场监督检查不力，和，安全责任不落实) \n(安全培训教育不足，导致，员工安全教育培训不到位) \n(安全培训教育不足，导致，教育培训台账不健全) \n(安全培训教育不足，导致，安全技术交底不到位) \n(安全责任不落实，导致，安全监理职责不到位) \n(现场监督检查不力，导致，现场安全管理不到位) \n(安全责任不落实，导致，现场安全管理不到位) \n(现场监督检查不力，导致，现场安全巡查不到位) \n(员工安全教育培训不到位，导致，未核对电线杆号) \n(安全技术交底不到位，导致，未核对电线杆号) \n(教育培训台账不健全，导致，未核对电线杆号) \n(现场安全管理不到位，导致，未核对电线杆号) \n(安全监理职责不到位，导致，未核对电线杆号) \n(现场安全巡查不到位，导致，未核对电线杆号) \n(未核对电线杆号，导致，触电) \n(触电，导致，1人死亡；0人受伤；直接经济损失约130万元)\n##
2016-13_print.txt,未使用安全带;  移动中未使用临时跳板或走安全路线;  未设安全网,\n(安全主体责任不到位，导致，现场监管不力) \n(安全主体责任不到位，导致，使用不具备安全资格人员担任安全员) \n(安全主体责任不到位，导致，隐患排查不到位) \n(安全主体责任不到位，导致，安全监管不到位) \n(使用不具备安全资格人员担任安全员，导致，现场监管不力) \n(现场监管不力，导致，未使用安全带) \n(隐患排查不到位，导致，未设安全网) \n(安全监管不到位，导致，移动中未使用临时跳板或走安全路线) \n(未使用安全带，导致，高处坠落) \n(移动中未使用临时跳板或走安全路线，导致，高处坠落) \n(未设安全网，导致，高处坠落) \n(未使用安全带，和，移动中未使用临时跳板或走安全路线) \n(未使用安全带，和，未设安全网) \n(移动中未使用临时跳板或走安全路线，和，未设安全网) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
2016-15_print.txt,松动临时拉线调整杆体倾斜;  临时拉线固定在树木上;  临时拉线数量不足,\n(安全培训教育不足，导致，工人技能不足) \n(安全培训教育不足，导致，安全意识薄弱) \n(资质审核不到位，导致，工人技能不足) \n(资质审核不到位，导致，安全意识薄弱) \n(现场监督检查不力，导致，现场监督缺失) \n(现场监督检查不力，导致，未进行安全技术交底) \n(监理单位人员配备不足，导致，现场监督缺失) \n(监理单位人员配备不足，导致，工人技能不足) \n(监理单位资质审核不到位，导致，现场监督缺失) \n(监理单位资质审核不到位，导致，未进行安全技术交底) \n(工人技能不足，导致，松动临时拉线调整杆体倾斜) \n(安全意识薄弱，导致，临时拉线固定在树木上) \n(未进行安全技术交底，导致，临时拉线数量不足) \n(现场监督缺失，导致，松动临时拉线调整杆体倾斜) \n(松动临时拉线调整杆体倾斜，和，临时拉线固定在树木上) \n(松动临时拉线调整杆体倾斜，和，临时拉线数量不足) \n(临时拉线固定在树木上，和，临时拉线数量不足) \n(松动临时拉线调整杆体倾斜，导致，物体打击) \n(临时拉线固定在树木上，导致，物体打击) \n(临时拉线数量不足，导致，物体打击) \n(物体打击，导致，3人死亡；0人受伤；直接经济损失约350万元)\n##
2016-16_print.txt,未明确停电范围和施工内容;  超出工作内容作业;  超出停电范围作业;  未遵守“两票三制”工作流程;  未按验电接地流程操作,\n(安全责任不落实，导致，安全培训教育不足) \n(安全责任不落实，导致，现场监管不到位) \n(安全培训教育不足，导致，施工人员安全意识薄弱) \n(现场监管不到位，导致，现场负责人违章安排作业) \n(施工人员安全意识薄弱，导致，未明确停电范围和施工内容) \n(施工人员安全意识薄弱，导致，超出工作内容作业) \n(施工人员安全意识薄弱，导致，超出停电范围作业) \n(施工人员安全意识薄弱，导致，未遵守“两票三制”工作流程) \n(施工人员安全意识薄弱，导致，未按验电接地流程操作) \n(现场负责人违章安排作业，导致，未明确停电范围和施工内容) \n(现场负责人违章安排作业，导致，超出工作内容作业) \n(现场负责人违章安排作业，导致，超出停电范围作业) \n(现场负责人违章安排作业，导致，未遵守“两票三制”工作流程) \n(现场负责人违章安排作业，导致，未按验电接地流程操作) \n(未明确停电范围和施工内容，和，超出工作内容作业) \n(未明确停电范围和施工内容，和，超出停电范围作业) \n(未明确停电范围和施工内容，和，未遵守“两票三制”工作流程) \n(未明确停电范围和施工内容，和，未按验电接地流程操作) \n(超出工作内容作业，和，超出停电范围作业) \n(超出工作内容作业，和，未遵守“两票三制”工作流程) \n(超出工作内容作业，和，未按验电接地流程操作) \n(超出停电范围作业，和，未遵守“两票三制”工作流程) \n(超出停电范围作业，和，未按验电接地流程操作) \n(未遵守“两票三制”工作流程，和，未按验电接地流程操作) \n(未明确停电范围和施工内容，导致，触电) \n(超出工作内容作业，导致，触电) \n(超出停电范围作业，导致，触电) \n(未遵守“两票三制”工作流程，导致，触电) \n(未按验电接地流程操作，导致，触电) \n(触电，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
